Date,EURUSD
20200821,1.1769
20200824,1.1847
20200825,1.1814
20200826,1.1789
20200827,1.1806
20200828,1.1915
20200831,1.194
20200901,1.1987
20200902,1.1861
20200903,1.1813
20200904,1.1842
20200907,1.1824
20200908,1.1785
20200909,1.1773
20200910,1.1849
20200911,1.1854
20200914,1.1876
20200915,1.1892
20200916,1.1869
20200917,1.1797
20200918,1.1833
20200921,1.1787
20200922,1.174
20200923,1.1692
20200924,1.1645
20200925,1.1634
20200928,1.167
20200929,1.1702
20200930,1.1708
20201001,1.1752
20201002,1.173
20201005,1.1768
20201006,1.1795
20201007,1.177
20201008,1.1765
20201009,1.1795
20201012,1.1799
20201013,1.1787
20201014,1.175
20201015,1.1698
20201016,1.1741
20201019,1.1785
20201020,1.181
20201021,1.1852
20201022,1.1821
20201023,1.1856
20201026,1.1819
20201027,1.1832
20201028,1.1727
20201029,1.1704
20201030,1.1698
20201102,1.1652
20201103,1.1702
20201104,1.1721
20201105,1.1855
20201106,1.187
20201109,1.1883
20201110,1.1808
20201111,1.1766
20201112,1.1791
20201113,1.1815
20201116,1.183
20201117,1.1882
20201118,1.1868
20201119,1.1832
20201120,1.1863
20201123,1.1901
20201124,1.1865
20201125,1.189
20201126,1.19
20201127,1.1922
20201130,1.198
20201201,1.1968
20201202,1.2066
20201203,1.2151
20201204,1.2159
20201207,1.2128
20201208,1.2114
20201209,1.2109
20201210,1.2115
20201211,1.2127
20201214,1.2162
20201215,1.214
20201216,1.2189
20201217,1.2246
20201218,1.2259
20201221,1.2173
20201222,1.2239
20201223,1.2166
20201224,1.2193
20201228,1.2219
20201229,1.2259
20201230,1.2281
20201231,1.2271
20210104,1.2296
20210105,1.2271
20210106,1.2338
20210107,1.2276
20210108,1.225
20210111,1.2163
20210112,1.2161
20210113,1.2166
20210114,1.2124
20210115,1.2123
20210118,1.2064
20210119,1.2132
20210120,1.2101
20210121,1.2158
20210122,1.2158
20210125,1.2152
20210126,1.2143
20210127,1.2114
20210128,1.2091
20210129,1.2136
20210201,1.2084
20210202,1.2044
20210203,1.2017
20210204,1.1996
20210205,1.1983
20210208,1.2025
20210209,1.2104
20210210,1.2127
20210211,1.2147
20210212,1.2108
20210215,1.2129
20210216,1.2143
20210217,1.206
20210218,1.2084
20210219,1.2139
20210222,1.2133
20210223,1.2143
20210224,1.2146
20210225,1.2225
20210226,1.2121
20210301,1.2053
20210302,1.2028
20210303,1.2048
20210304,1.2034
20210305,1.1938
20210308,1.1866
20210309,1.1894
20210310,1.1892
20210311,1.1969
20210312,1.1933
20210315,1.192
20210316,1.1926
20210317,1.1907
20210318,1.1912
20210319,1.1891
20210322,1.1926
20210323,1.1883
20210324,1.1825
20210325,1.1802
20210326,1.1782
20210329,1.1784
20210330,1.1741
20210331,1.1725
20210401,1.1746
20210406,1.1812
20210407,1.1884
20210408,1.1873
20210409,1.1888
20210412,1.1904
20210413,1.1896
20210414,1.1964
20210415,1.197
20210416,1.1986
20210419,1.2035
20210420,1.2051
20210421,1.2007
20210422,1.2046
20210423,1.2066
20210426,1.2085
20210427,1.2088
20210428,1.207
20210429,1.2129
20210430,1.2082
20210503,1.2044
20210504,1.2021
20210505,1.2005
20210506,1.206
20210507,1.2059
20210510,1.2169
20210511,1.217
20210512,1.2118
20210513,1.2081
20210514,1.2123
20210517,1.2143
20210518,1.2222
20210519,1.2212
20210520,1.2203
20210521,1.2188
20210524,1.2212
20210525,1.2264
20210526,1.2229
20210527,1.2198
20210528,1.2142
20210531,1.2201
20210601,1.2225
20210602,1.2186
20210603,1.2187
20210604,1.2117
20210607,1.2162
20210608,1.2182
20210609,1.2195
20210610,1.2174
20210611,1.2125
20210614,1.2112
20210615,1.2108
20210616,1.2124
20210617,1.1937
20210618,1.1898
20210621,1.1891
20210622,1.1894
20210623,1.1951
20210624,1.1936
20210625,1.195
20210628,1.191
20210629,1.1888
20210630,1.1884
20210701,1.1884
20210702,1.1823
20210705,1.1866
20210706,1.1838
20210707,1.1831
20210708,1.1838
20210709,1.1858
20210712,1.1852
20210713,1.1844
20210714,1.1812
20210715,1.1809
20210716,1.1802
20210719,1.1766
20210720,1.1775
20210721,1.1772
20210722,1.1775
20210723,1.1767
20210726,1.1787
20210727,1.181
20210728,1.1807
20210729,1.1873
20210730,1.1891
20210802,1.1886
20210803,1.1885
20210804,1.1861
20210805,1.185
20210806,1.1807
20210809,1.1761
20210810,1.1722
20210811,1.1718
20210812,1.1739
20210813,1.1765
20210816,1.1772
20210817,1.1767
20210818,1.1723
20210819,1.1696
20210820,1.1671
20210823,1.1718
20210824,1.174
20210825,1.1736
20210826,1.1767
20210827,1.1761
20210830,1.1801
20210831,1.1834
20210901,1.1817
20210902,1.1846
20210903,1.1872
20210906,1.1864
20210907,1.186
20210908,1.1827
20210909,1.1838
20210910,1.1841
20210913,1.178
20210914,1.1814
20210915,1.1824
20210916,1.1763
20210917,1.178
20210920,1.1711
20210921,1.1738
20210922,1.1729
20210923,1.1715
20210924,1.1719
20210927,1.1698
20210928,1.1678
20210929,1.1654
20210930,1.1579
20211001,1.16
20211004,1.1636
20211005,1.1602
20211006,1.1542
20211007,1.1562
20211008,1.1569
20211011,1.1574
20211012,1.1555
20211013,1.1562
20211014,1.1602
20211015,1.1602
20211018,1.1604
20211019,1.1655
20211020,1.1623
20211021,1.1637
20211022,1.163
20211025,1.1603
20211026,1.1618
20211027,1.1617
20211028,1.1593
20211029,1.1645
20211101,1.1578
20211102,1.1603
20211103,1.1578
20211104,1.1569
20211105,1.1519
20211108,1.1579
20211109,1.1577
20211110,1.1558
20211111,1.146
20211112,1.1448
20211115,1.1444
20211116,1.1368
20211117,1.1316
20211118,1.1345
20211119,1.1271
20211122,1.1278
20211123,1.1259
20211124,1.1206
20211125,1.1223
20211126,1.1291
20211129,1.1276
20211130,1.1363
20211201,1.1314
20211202,1.1339
20211203,1.1291
20211206,1.1287
20211207,1.1256
20211208,1.1299
20211209,1.1311
20211210,1.1273
20211213,1.1278
20211214,1.1309
20211215,1.1262
20211216,1.1336
20211217,1.133
20211220,1.1273
20211221,1.1295
20211222,1.1301
20211223,1.131
20211224,1.1317
20211227,1.1312
20211228,1.1331
20211229,1.1303
20211230,1.1334
20211231,1.1326
20220103,1.1355
20220104,1.1279
20220105,1.1319
20220106,1.1315
20220107,1.1298
20220110,1.1318
20220111,1.1336
20220112,1.137
20220113,1.1463
20220114,1.1447
20220117,1.1403
20220118,1.1367
20220119,1.1345
20220120,1.1338
20220121,1.1348
20220124,1.1304
20220125,1.1268
20220126,1.1277
20220127,1.116
20220128,1.1138
20220131,1.1156
20220201,1.126
20220202,1.1323
20220203,1.1286
20220204,1.1464
20220207,1.1447
20220208,1.1408
20220209,1.1435
20220210,1.1439
20220211,1.1417
20220214,1.1316
20220215,1.1345
20220216,1.1372
20220217,1.137
20220218,1.1354
20220221,1.1338
20220222,1.1342
20220223,1.1344
20220224,1.1163
20220225,1.1216
20220228,1.1199
20220301,1.1162
20220302,1.1106
20220303,1.1076
20220304,1.0929
20220307,1.0895
20220308,1.0892
20220309,1.0993
20220310,1.1084
20220311,1.099
20220314,1.096
20220315,1.0991
20220316,1.0994
20220317,1.1051
20220318,1.1008
20220321,1.1038
20220322,1.1024
20220323,1.0985
20220324,1.0978
20220325,1.1002
20220328,1.0966
20220329,1.1085
20220330,1.1126
20220331,1.1101
20220401,1.1052
20220404,1.1005
20220405,1.0969
20220406,1.0923
20220407,1.0916
20220408,1.0861
20220411,1.09
20220412,1.0861
20220413,1.0826
20220414,1.0878
20220419,1.0803
20220420,1.083
20220421,1.0887
20220422,1.0817
20220425,1.0746
20220426,1.0674
20220427,1.0583
20220428,1.0485
20220429,1.054
20220502,1.0524
20220503,1.0556
20220504,1.0531
20220505,1.0568
20220506,1.057
20220509,1.0559
20220510,1.0554
20220511,1.0553
20220512,1.0408
20220513,1.0385
20220516,1.0422
20220517,1.0541
20220518,1.0523
20220519,1.0525
20220520,1.0577
20220523,1.0659
20220524,1.072
20220525,1.0656
20220526,1.0697
20220527,1.0722
20220530,1.0764
20220531,1.0713
20220601,1.0712
20220602,1.0692
20220603,1.073
20220606,1.0726
20220607,1.0662
20220608,1.0739
20220609,1.0743
20220610,1.0578
20220613,1.0455
20220614,1.0452
20220615,1.0431
20220616,1.04
20220617,1.0486
20220620,1.0517
20220621,1.055
20220622,1.0521
20220623,1.0493
20220624,1.0524
20220627,1.0572
20220628,1.0561
20220629,1.0517
20220630,1.0387
20220701,1.0425
20220704,1.0455
20220705,1.029
20220706,1.0177
20220707,1.018
20220708,1.0163
20220711,1.0098
20220712,1.0042
20220713,1.0067
20220714,1.0005
20220715,1.0059
20220718,1.0131
20220719,1.0245
20220720,1.0199
20220721,1.0199
20220722,1.019
20220725,1.0236
20220726,1.0124
20220727,1.0152
20220728,1.0122
20220729,1.0198
20220801,1.0233
20220802,1.0224
20220803,1.0194
20220804,1.0181
20220805,1.0233
20220808,1.0199
20220809,1.0234
20220810,1.0252
20220811,1.0338
20220812,1.0285
20220815,1.0195
20220816,1.0131
20220817,1.0164
20220818,1.0178
20220819,1.0054
20220822,1.0001
20220823,0.9927
20220824,0.9934
20220825,0.997
20220826,1.0007
20220829,0.9986
20220830,1.0034
20220831,1
20220901,1.0004
20220902,0.9993
20220905,0.992
20220906,0.9928
20220907,0.9885
20220908,1.0009
20220909,1.0049
20220912,1.0155
20220913,1.0175
20220914,0.999
20220915,0.9992
20220916,0.9954
20220919,0.999
20220920,0.9986
20220921,0.9906
20220922,0.9884
20220923,0.9754
20220926,0.9646
20220927,0.9644
20220928,0.9565
20220929,0.9706
20220930,0.9748
20221003,0.9764
20221004,0.9891
20221005,0.9915
20221006,0.986
20221007,0.9797
20221010,0.9697
20221011,0.9723
20221012,0.9706
20221013,0.9739
20221014,0.9717
20221017,0.9739
20221018,0.9835
20221019,0.9778
20221020,0.9811
20221021,0.973
20221024,0.9851
20221025,0.9861
20221026,1.0023
20221027,1.0037
20221028,0.9951
20221031,0.9914
20221101,0.9947
20221102,0.9908
20221103,0.9753
20221104,0.9872
20221107,0.9993
20221108,0.9996
20221109,1.0039
20221110,0.9954
20221111,1.0308
20221114,1.0319
20221115,1.0404
20221116,1.0412
20221117,1.0319
20221118,1.0366
20221121,1.0246
20221122,1.0274
20221123,1.0325
20221124,1.0413
20221125,1.0375
20221128,1.0463
20221129,1.0366
20221130,1.0376
20221201,1.0454
20221202,1.0538
20221205,1.0587
20221206,1.0516
20221207,1.0529
20221208,1.0519
20221209,1.0559
20221212,1.0562
20221213,1.0545
20221214,1.0649
20221215,1.0621
20221216,1.0619
20221219,1.0598
20221220,1.0599
20221221,1.0636
20221222,1.0633
20221223,1.0622
20221227,1.0624
20221228,1.064
20221229,1.0649
20221230,1.0666
20230102,1.0683
20230103,1.0545
20230104,1.0599
20230105,1.0601
20230106,1.05
20230109,1.0696
20230110,1.0723
20230111,1.0747
20230112,1.0772
20230113,1.0814
20230116,1.0812
20230117,1.0843
20230118,1.0839
20230119,1.0815
20230120,1.0826
20230123,1.0871
20230124,1.0858
20230125,1.0878
20230126,1.0895
20230127,1.0865
20230130,1.0903
20230131,1.0833
20230201,1.0894
20230202,1.0988
20230203,1.0937
20230206,1.0776
20230207,1.07
20230208,1.0735
20230209,1.0771
20230210,1.069
20230213,1.0686
20230214,1.0759
20230215,1.07
20230216,1.07
20230217,1.0625
20230220,1.0674
20230221,1.0664
20230222,1.0644
20230223,1.0616
20230224,1.057
20230227,1.0554
20230228,1.0619
20230301,1.0684
20230302,1.0605
20230303,1.0615
20230306,1.0646
20230307,1.0665
20230308,1.0545
20230309,1.0554
20230310,1.0586
20230313,1.0706
20230314,1.0737
20230315,1.0549
20230316,1.0595
20230317,1.0623
20230320,1.0717
20230321,1.0776
20230322,1.0785
20230323,1.0879
20230324,1.0745
20230327,1.0773
20230328,1.0841
20230329,1.0847
20230330,1.0886
20230331,1.0875
20230403,1.087
20230404,1.0901
20230405,1.094
20230406,1.0915
20230411,1.0905
20230412,1.0922
20230413,1.1015
20230414,1.1057
20230417,1.0981
20230418,1.0972
20230419,1.0933
20230420,1.0944
20230421,1.0978
20230424,1.1002
20230425,1.1022
20230426,1.1039
20230427,1.1042
20230428,1.0981
20230502,1.0965
20230503,1.1043
20230504,1.1074
20230505,1.1014
20230508,1.1037
20230509,1.0959
20230510,1.095
20230511,1.093
20230512,1.0892
20230515,1.0876
20230516,1.0881
20230517,1.0829
20230518,1.0813
20230519,1.0808
20230522,1.0822
20230523,1.0779
20230524,1.0785
20230525,1.0735
20230526,1.0751
20230529,1.0715
20230530,1.0744
20230531,1.0683
20230601,1.0697
20230602,1.0763
20230605,1.069
20230606,1.0683
20230607,1.0717
20230608,1.0737
20230609,1.078
20230612,1.0765
20230613,1.0793
20230614,1.0809
20230615,1.0819
20230616,1.0966
20230619,1.0922
20230620,1.0933
20230621,1.0923
20230622,1.0985
20230623,1.0884
20230626,1.0918
20230627,1.0951
20230628,1.0938
20230629,1.0938
20230630,1.0866
20230703,1.0899
20230704,1.0895
20230705,1.0879
20230706,1.0899
20230707,1.0888
20230710,1.0956
20230711,1.0989
20230712,1.1022
20230713,1.1182
20230714,1.1221
20230717,1.123
20230718,1.1255
20230719,1.1222
20230720,1.1197
20230721,1.1123
20230724,1.1096
20230725,1.1051
20230726,1.1059
20230727,1.1125
20230728,1.101
20230731,1.1023
20230801,1.097
20230802,1.0985
20230803,1.0932
20230804,1.0946
20230807,1.0984
20230808,1.0944
20230809,1.0968
20230810,1.1019
20230811,1.1004
20230814,1.093
20230815,1.0926
20230816,1.0916
20230817,1.09
20230818,1.0867
20230821,1.0908
20230822,1.0887
20230823,1.0805
20230824,1.084
20230825,1.0808
20230828,1.0808
20230829,1.0803
20230830,1.0886
20230831,1.0868
20230901,1.0844
20230904,1.0801
20230905,1.0731
20230906,1.0745
20230907,1.071
20230908,1.0704
20230911,1.0724
20230912,1.0713
20230913,1.0733
20230914,1.073
20230915,1.0658
20230918,1.0663
20230919,1.0713
20230920,1.0702
20230921,1.0635
20230922,1.0647
20230925,1.0633
20230926,1.0605
20230927,1.0536
20230928,1.0539
20230929,1.0594
20231002,1.053
20231003,1.0469
20231004,1.0497
20231005,1.0526
20231006,1.0563
20231009,1.0531
20231010,1.0582
20231011,1.0604
20231012,1.0619
20231013,1.0524
20231016,1.0538
20231017,1.0569
20231018,1.0565
20231019,1.0558
20231020,1.0591
20231023,1.0597
20231024,1.0632
20231025,1.0576
20231026,1.054
20231027,1.0541
20231030,1.0605
20231031,1.0619
20231101,1.0537
20231102,1.0661
20231103,1.0702
20231106,1.0741
20231107,1.0686
20231108,1.0671
20231109,1.0691
20231110,1.0683
20231113,1.067
20231114,1.0724
20231115,1.0868
20231116,1.0849
20231117,1.0872
20231120,1.0928
20231121,1.0955
20231122,1.0911
20231123,1.09
20231124,1.0916
20231127,1.0951
20231128,1.0949
20231129,1.0985
20231130,1.0931
20231201,1.0875
20231204,1.0868
20231205,1.0817
20231206,1.0778
20231207,1.0771
20231208,1.0777
20231211,1.0757
20231212,1.0804
20231213,1.0787
20231214,1.0919
20231215,1.0946
20231218,1.0918
20231219,1.0962
20231220,1.0944
20231221,1.0983
20231222,1.1023
20231227,1.1065
20231228,1.1114
20231229,1.105
20240102,1.0956
20240103,1.0919
20240104,1.0953
20240105,1.0921
20240108,1.0946
20240109,1.094
20240110,1.0946
20240111,1.0987
20240112,1.0942
20240115,1.0945
20240116,1.0882
20240117,1.0877
20240118,1.0875
20240119,1.0887
20240122,1.089
20240123,1.0872
20240124,1.0905
20240125,1.0893
20240126,1.0871
20240129,1.0823
20240130,1.0846
20240131,1.0837
20240201,1.0814
20240202,1.0883
20240205,1.0746
20240206,1.0743
20240207,1.0776
20240208,1.0758
20240209,1.0772
20240212,1.0773
20240213,1.0793
20240214,1.0713
20240215,1.0743
20240216,1.0768
20240219,1.0776
20240220,1.0802
20240221,1.0809
20240222,1.0844
20240223,1.0834
20240226,1.0852
20240227,1.0856
20240228,1.0808
20240229,1.0826
20240301,1.0813
20240304,1.0846
20240305,1.0849
20240306,1.0874
20240307,1.0895
20240308,1.0932
20240311,1.0926
20240312,1.0916
20240313,1.0939
20240314,1.0925
20240315,1.0892
20240318,1.0892
20240319,1.0854
20240320,1.0844
20240321,1.0907
20240322,1.0823
20240325,1.0835
20240326,1.0855
20240327,1.0816
20240328,1.0811
20240402,1.0749
20240403,1.0783
20240404,1.0852
20240405,1.0841
20240408,1.0823
20240409,1.0867
20240410,1.086
20240411,1.0729
20240412,1.0652
20240415,1.0656
20240416,1.0637
20240417,1.0638
20240418,1.0679
20240419,1.0653
20240422,1.0632
20240423,1.0674
20240424,1.0686
20240425,1.072
20240426,1.0714
20240429,1.072
20240430,1.0718
20240502,1.0698
20240503,1.0744
20240506,1.0776
20240507,1.0766
20240508,1.0743
20240509,1.0732
20240510,1.0779
20240513,1.0795
20240514,1.0796
20240515,1.0832
20240516,1.0866
20240517,1.0844
20240520,1.0861
20240521,1.0864
20240522,1.083
20240523,1.0854
20240524,1.084
20240527,1.0843
20240528,1.0882
20240529,1.0857
20240530,1.0815
20240531,1.0852
20240603,1.0842
20240604,1.0865
20240605,1.0872
20240606,1.0865
20240607,1.0898
20240610,1.0756
20240611,1.073
20240612,1.0765
20240613,1.0784
20240614,1.0686
20240617,1.0712
20240618,1.0715
20240619,1.0749
20240620,1.0719
20240621,1.0688
20240624,1.073
20240625,1.0714
20240626,1.0689
20240627,1.0696
20240628,1.0705
20240701,1.0745
20240702,1.0729
20240703,1.0758
20240704,1.08
20240705,1.0824
20240708,1.0835
20240709,1.0814
20240710,1.0825
20240711,1.0855
20240712,1.089
20240715,1.0907
20240716,1.0902
20240717,1.0934
20240718,1.093
20240719,1.089
20240722,1.0888
20240723,1.086
20240724,1.0848
20240725,1.0851
20240726,1.086
20240729,1.0817
20240730,1.0824
20240731,1.0828
20240801,1.0789
20240802,1.0835
20240805,1.0966
20240806,1.0915
20240807,1.0922
20240808,1.093
20240809,1.0917
20240812,1.0925
20240813,1.0931
20240814,1.1019
20240815,1.1011
20240816,1.0994
20240819,1.1041
20240820,1.1084
20240821,1.1116
20240822,1.1135
20240823,1.1121
20240826,1.1163
20240827,1.1162
20240828,1.1117
20240829,1.1088
20240830,1.1087
20240902,1.1061
20240903,1.1035
20240904,1.105
20240905,1.1097
20240906,1.1103
20240909,1.1043
20240910,1.1031
20240911,1.1043
20240912,1.1016
20240913,1.1081
20240916,1.1126
20240917,1.1139
20240918,1.1124
20240919,1.1156
20240920,1.1166
20240923,1.1119
20240924,1.1133
20240925,1.1194
20240926,1.1155
20240927,1.1158
20240930,1.1196
20241001,1.1086
20241002,1.1071
20241003,1.1039
20241004,1.1029
20241007,1.0982
20241008,1.0982
20241009,1.0957
20241010,1.0932
20241011,1.0938
20241014,1.0915
20241015,1.0903
20241016,1.0897
20241017,1.0866
20241018,1.0847
20241021,1.0853
20241022,1.0821
20241023,1.0767
20241024,1.0801
20241025,1.0825
20241028,1.0818
20241029,1.0774
20241030,1.0815
20241031,1.0882
20241101,1.0885
20241104,1.0904
20241105,1.0897
20241106,1.0695
20241107,1.0785
20241108,1.0772
20241111,1.0651
20241112,1.0617
20241113,1.0629
20241114,1.0533
20241115,1.0583
20241118,1.0552
20241119,1.0578
20241120,1.0562
20241121,1.0526
20241122,1.0412
20241125,1.0495
20241126,1.0522
20241127,1.0531
20241128,1.0542
20241129,1.0562
20241202,1.0507
20241203,1.0512
20241204,1.0492
20241205,1.054
20241206,1.0581
20241209,1.0568
20241210,1.0527
20241211,1.0507
20241212,1.0491
20241213,1.0518
20241216,1.0498
20241217,1.0497
20241218,1.0496
20241219,1.0395
20241220,1.039
20241223,1.0393
20241224,1.0395
20241227,1.0435
20241230,1.0444
20241231,1.0389
20250102,1.0321
20250103,1.0299
20250106,1.0426
20250107,1.0393
20250108,1.0286
20250109,1.0305
20250110,1.0304
20250113,1.0198
20250114,1.0245
20250115,1.03
20250116,1.0272
20250117,1.0298
20250120,1.0316
20250121,1.0357
20250122,1.0443
20250123,1.0404
20250124,1.0472
20250127,1.053
20250128,1.0421
20250129,1.0396
20250130,1.0403
20250131,1.0393
20250203,1.0274
20250204,1.0335
20250205,1.0422
20250206,1.036
20250207,1.0377
20250210,1.032
20250211,1.0324
20250212,1.037
20250213,1.039
20250214,1.0478
20250217,1.0473
20250218,1.0447
20250219,1.0434
20250220,1.0443
20250221,1.0465
20250224,1.0466
20250225,1.0497
20250226,1.0487
20250227,1.0477
20250228,1.0411
20250303,1.0465
20250304,1.0557
20250305,1.0694
20250306,1.0796
20250307,1.0857
20250310,1.0845
20250311,1.0912
20250312,1.0886
20250313,1.083
20250314,1.0889
20250317,1.0903
20250318,1.0918
20250319,1.0897
20250320,1.0833
20250321,1.0827
20250324,1.0824
20250325,1.0825
20250326,1.0788
20250327,1.0785
20250328,1.0797
20250331,1.0815
20250401,1.0788
20250402,1.0803
20250403,1.1097
20250404,1.1057
20250407,1.0967
20250408,1.095
20250409,1.1045
20250410,1.1082
20250411,1.1346
20250414,1.1377
20250415,1.1324
20250416,1.1355
20250417,1.136
20250422,1.1476
20250423,1.1415
20250424,1.1376
20250425,1.1357
20250428,1.1358
20250429,1.1373
20250430,1.1373
20250502,1.1343
20250505,1.1343
20250506,1.1325
20250507,1.136
20250508,1.1297
20250509,1.1252
20250512,1.1106
20250513,1.1112
20250514,1.1214
20250515,1.1185
20250516,1.1194
20250519,1.1262
20250520,1.1241
20250521,1.1321
20250522,1.1309
20250523,1.1301
20250526,1.1381
20250527,1.1356
20250528,1.1317
20250529,1.1281
20250530,1.1339
